X,Y,OBJECTID_1,objectid,status,arc_street,gis_id,camtype,camid,uid_no,siteno,quadrant,disttno,yrmnth,location,city,status_1,logno,hprtlocati,site_vst_d,comappdate,schllocati,vendname,n_site_id,depl_id,post_spd,tigr_spd,batry_mont,lanes,dplmt_dat,map_final,contact,email,f2ndemail,editedby,GlobalID
1409731.09421188,607020.884625538,138,139, , ,5231,Portable,0, ,0,2,7,0,3700 blk Greenspring Ave SB,Baltimore,Final, , ,,,"Dr. Martin Luther King, Jr. PK-8", , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,0e437ca5-2584-4ebe-a989-5bac5a1bc28f
1415383.2285875,611823.973728599,139,140, , ,5232,Portable,0, ,0,2,6,0,4600 blk Roland Ave NB,Baltimore,Final, , ,,,Roland Park Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,f78693b6-8b03-4965-bce9-c4e40ed2b65a
1415333.74956353,611805.744863699,140,141, , ,5233,Portable,0, ,0,2,6,0,4600 blk Roland Ave SB,Baltimore,Final, , ,,,Roland Park Elementary / Middle School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,bea9d8b2-0439-467a-9735-126cd2e6ee63
1426872.2422249,601244.489267909,141,142, , ,5234,Portable,0, ,0,1,14,0,2500 blk Harford Rd NB,Baltimore,Final, , ,,,Harford Heights Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,39fdc6b6-b03f-4e72-a165-cd512c8ad1be
1427612.09308801,602167.123788725,142,143, , ,5235,Portable,0, ,0,1,14,0,2600 blk Harford Rd SB,Baltimore,Final, , ,,,Harford Heights Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,fd1c7ffd-10fd-4123-a3da-c536f0637115
1423233.76998002,596454.209317935,143,144, , ,5236,Portable,0, ,0,4,12,0,600 blk E. Biddle St EB,Baltimore,Final, , ,,,Johnston Square Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,e4372369-9d2d-458a-99ba-2f5e3182b2cf
1434015.19882272,601599.091503122,144,145, , ,5237,Portable,0, ,0,1,13,0,3600 blk Erdman Ave NB,Baltimore,Final, , ,,,Brehms Lane Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,2f393b7f-0458-49d0-82cd-91a67943dd87
1433973.96616728,601586.07077598,145,146, , ,5238,Portable,0, ,0,1,13,0,3600 blk Erdman Ave SB,Baltimore,Final, , ,,,Brehms Lane Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,505bc559-64de-4dc8-95af-efd326a791fb
1423897.77357198,618055.422244468,146,147, , ,5239,Portable,0, ,0,1,4,0,800 blk E. Belvedere Ave WB,Baltimore,Final, , ,,,Govans Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,00da45fd-47f3-47b9-8ca9-8a16d9ab5204
1423889.09304088,618045.65674425,147,148, , ,5240,Portable,0, ,0,1,4,0,800 blk E. Belvedere Ave EB,Baltimore,Final, , ,,,Govans Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,138fce13-acbc-43a9-997d-0027f7cece0f
1423708.32276734,596873.716499329,148,149, , ,5244,Portable,0, ,0,4,12,0,800 blk E. Preston St WB,Baltimore,Final, , ,,,Johnston Square PK-5, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,6d064a1b-4f44-4978-8ae3-9a0884f8406d
1403746.52156088,601349.323597277,149,151, , ,5245,Portable,0, ,0,2,6,0,2600 Garrison Blvd SB,Baltimore,Final, , ,,,Hilton Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,47cc0230-cb57-4196-b899-55eebc7a4f9c
1403756.07006172,601349.323473416,150,152, , ,5246,Portable,0, ,0,2,6,0,2600 Garrison Blvd NB,Baltimore,Final, , ,,,Hilton Elementary School, , , ,0,0, ,0,, ,Phillip Mellerson,phillip.mellerson@baltimorecity.gov,kiesham.brice@baltimorecity.gov, ,b08ddce1-4a9a-4116-81a4-7747212824bb
